Date,Flight Number,From,To,Class,Price,Flow Card,Bags Checked,Meal Type
2024-05-23,PA004,Perth,London,Economy,3375.0,No,2,Vegan
2024-12-18,PA002,New York,London,Economy,2910.0,No,2,Egg Free
2024-02-02,PA012,Tokyo,Perth,Economy,3155.0,No,2,Egg Free
2024-10-20,PA002,New York,London,Premium Economy,1547.5,No,3,Egg Free
2024-11-26,PA006,Tokyo,London,Economy,1550.0,No,1,Egg Free
2024-11-04,PA008,Perth,New York,Business Class,764.4,No,0,Vegan
2024-09-14,PA003,London,Perth,Business Class,654.0,No,0,Vegan
2024-03-17,PA004,Perth,London,Premium Economy,1230.0,No,0,Dairy Free
2024-12-31,PA006,Tokyo,London,Business Class,783.6,No,1,Nut Free
2024-05-13,PA010,Tokyo,New York,First Class,493.0,No,3,Vegetarian
2024-08-07,PA004,Perth,London,Economy,2025.0,No,3,Vegan
2024-12-05,PA007,New York,Perth,First Class,523.0,No,3,
2024-11-29,PA010,Tokyo,New York,Business Class,325.2,No,0,Vegan
2024-05-30,PA003,London,Perth,Business Class,828.0,No,0,Vegetarian
2024-03-06,PA010,Tokyo,New York,First Class,563.0,No,3,Dairy Free
2024-04-21,PA001,London,New York,First Class,202.0,No,2,Nut Free
2024-08-07,PA006,Tokyo,London,First Class,468.0,No,3,Egg Free
2024-05-05,PA002,New York,London,Premium Economy,850.0,No,3,Vegan
2024-06-10,PA004,Perth,London,Economy,1710.0,No,0,Vegetarian
2024-05-11,PA009,New York,Tokyo,Premium Economy,1497.5,No,3,Vegan
2024-11-21,PA007,New York,Perth,Business Class,715.1999999999999,No,3,Egg Free
2024-06-12,PA007,New York,Perth,Premium Economy,817.5,No,3,Dairy Free
2024-10-14,PA005,London,Tokyo,Economy,1490.0,No,1,Vegan
2024-03-31,PA010,Tokyo,New York,Premium Economy,1282.5,No,3,Nut Free
2024-02-14,PA009,New York,Tokyo,First Class,473.0,No,1,Egg Free
2024-09-04,PA012,Tokyo,Perth,Premium Economy,1177.5,No,1,Dairy Free
2024-06-29,PA005,London,Tokyo,Business Class,639.6,No,3,Egg Free
2024-06-18,PA004,Perth,London,First Class,443.0,No,0,Dairy Free
2024-08-04,PA006,Tokyo,London,Business Class,832.8,No,2,Nut Free
2024-08-03,PA005,London,Tokyo,First Class,590.0,No,0,Nut Free
2024-03-02,PA003,London,Perth,Business Class,439.2,No,1,Dairy Free
2024-07-07,PA004,Perth,London,Business Class,242.39999999999998,No,0,Nut Free
2024-10-18,PA010,Tokyo,New York,Premium Economy,1642.5,No,0,Nut Free
2024-07-10,PA012,Tokyo,Perth,First Class,287.0,No,1,Nut Free
2024-06-15,PA009,New York,Tokyo,First Class,500.0,No,3,Vegetarian
2024-03-02,PA006,Tokyo,London,Economy,3070.0,No,3,Egg Free
2024-03-17,PA012,Tokyo,Perth,Premium Economy,587.5,No,3,Vegetarian
2024-10-28,PA012,Tokyo,Perth,Economy,1235.0,No,1,Nut Free
2024-11-06,PA001,London,New York,Premium Economy,1270.0,No,1,
2024-08-13,PA004,Perth,London,Premium Economy,735.0,No,2,Nut Free
2024-05-22,PA007,New York,Perth,Economy,2645.0,No,3,Dairy Free
2024-05-18,PA008,Perth,New York,Business Class,271.2,No,3,Egg Free
2024-04-01,PA005,London,Tokyo,Premium Economy,1597.5,No,3,Egg Free
2024-07-20,PA006,Tokyo,London,First Class,215.0,No,3,
2024-02-15,PA012,Tokyo,Perth,First Class,208.0,No,0,Vegan
2024-02-08,PA009,New York,Tokyo,Premium Economy,610.0,No,3,Nut Free
2024-03-05,PA001,London,New York,Economy,2685.0,No,3,Dairy Free
2024-06-17,PA004,Perth,London,Premium Economy,1487.5,No,0,Dairy Free
2024-09-08,PA005,London,Tokyo,Business Class,422.4,No,0,Dairy Free
2024-10-01,PA005,London,Tokyo,Economy,1225.0,No,0,Vegetarian
2024-09-10,PA006,Tokyo,London,First Class,670.0,No,1,Dairy Free
2024-05-25,PA001,London,New York,Economy,1745.0,No,1,Dairy Free
2024-09-27,PA008,Perth,New York,Economy,1770.0,No,0,Nut Free
2024-10-08,PA008,Perth,New York,Economy,3090.0,No,0,Dairy Free
2024-11-15,PA003,London,Perth,Premium Economy,735.0,No,0,Vegan
2024-01-29,PA004,Perth,London,Business Class,435.59999999999997,No,2,Egg Free
2024-01-26,PA001,London,New York,First Class,381.0,No,2,Vegan
2024-04-20,PA003,London,Perth,Business Class,688.8,No,2,Egg Free
2024-08-12,PA005,London,Tokyo,Economy,1050.0,No,1,
2024-07-04,PA003,London,Perth,Premium Economy,1307.5,No,0,Vegetarian
2024-04-01,PA001,London,New York,Business Class,512.4,No,1,Egg Free
2024-04-21,PA004,Perth,London,Business Class,679.1999999999999,No,3,Nut Free
2024-01-30,PA004,Perth,London,Business Class,246.0,No,0,Vegetarian
2024-02-11,PA005,London,Tokyo,Premium Economy,1567.5,No,1,Dairy Free
2024-11-17,PA009,New York,Tokyo,First Class,340.0,No,1,Nut Free
2024-08-08,PA012,Tokyo,Perth,First Class,426.0,No,1,Vegetarian
2024-12-20,PA002,New York,London,Business Class,574.8,No,3,Dairy Free
2024-07-02,PA006,Tokyo,London,First Class,522.0,No,3,Dairy Free
2024-10-25,PA010,Tokyo,New York,Economy,1170.0,No,3,Egg Free
2024-11-18,PA005,London,Tokyo,Economy,3305.0,No,0,Vegetarian
2024-06-02,PA011,Perth,Tokyo,Premium Economy,1177.5,No,3,Dairy Free
2024-08-09,PA009,New York,Tokyo,First Class,612.0,No,3,Nut Free
2024-08-24,PA010,Tokyo,New York,Economy,2145.0,No,2,
2024-11-11,PA008,Perth,New York,Economy,2980.0,No,1,Vegetarian
2024-11-02,PA011,Perth,Tokyo,First Class,441.0,No,1,Vegan
2024-04-06,PA011,Perth,Tokyo,Premium Economy,960.0,No,2,Dairy Free
2024-01-03,PA007,New York,Perth,Economy,3300.0,No,1,
2024-01-02,PA009,New York,Tokyo,Business Class,793.1999999999999,No,0,Vegetarian
2024-09-17,PA006,Tokyo,London,Business Class,543.6,No,0,
2024-03-11,PA009,New York,Tokyo,Business Class,446.4,No,2,
2024-10-11,PA002,New York,London,Business Class,602.4,No,2,Egg Free
2024-10-31,PA011,Perth,Tokyo,Economy,2915.0,No,2,Nut Free
2024-08-25,PA001,London,New York,First Class,673.0,No,2,Vegan
2024-08-15,PA003,London,Perth,Premium Economy,555.0,No,0,Dairy Free
2024-10-18,PA009,New York,Tokyo,Premium Economy,1372.5,No,1,
2024-03-20,PA008,Perth,New York,First Class,357.0,No,2,Nut Free
2024-01-12,PA008,Perth,New York,Business Class,601.1999999999999,No,3,Vegetarian
2024-06-13,PA003,London,Perth,Premium Economy,1382.5,No,1,Vegan
2024-04-01,PA007,New York,Perth,First Class,359.0,No,2,Nut Free
2024-03-22,PA010,Tokyo,New York,Premium Economy,1135.0,No,0,Dairy Free
2024-01-18,PA010,Tokyo,New York,First Class,415.0,No,2,Vegetarian
2024-12-12,PA006,Tokyo,London,Economy,1640.0,No,0,Egg Free
2024-12-07,PA009,New York,Tokyo,First Class,662.0,No,1,Egg Free
2024-11-03,PA012,Tokyo,Perth,First Class,242.0,No,2,
2024-09-22,PA009,New York,Tokyo,Economy,1690.0,No,1,Dairy Free
2024-06-07,PA007,New York,Perth,Premium Economy,570.0,No,3,Egg Free
2024-06-24,PA012,Tokyo,Perth,Premium Economy,1597.5,No,3,Vegetarian
2024-04-06,PA005,London,Tokyo,Economy,2465.0,No,2,Vegan
2024-09-11,PA007,New York,Perth,Business Class,602.4,No,2,Vegetarian
2024-08-30,PA002,New York,London,Economy,3095.0,No,0,Egg Free
2024-11-05,PA002,New York,London,First Class,652.0,No,1,Vegan
2024-08-07,PA010,Tokyo,New York,Business Class,392.4,No,2,Nut Free
2024-06-03,PA007,New York,Perth,Premium Economy,1390.0,No,1,Vegan
2024-11-21,PA003,London,Perth,First Class,599.0,No,2,Vegetarian
2024-02-16,PA009,New York,Tokyo,Premium Economy,675.0,No,1,
2024-05-30,PA007,New York,Perth,Business Class,417.59999999999997,No,2,
2024-12-27,PA012,Tokyo,Perth,First Class,606.0,No,2,Vegan
2024-10-31,PA008,Perth,New York,Economy,1785.0,No,0,Egg Free
2024-02-14,PA007,New York,Perth,Business Class,408.0,No,2,Vegetarian
2024-08-24,PA003,London,Perth,First Class,294.0,No,3,Vegan
2024-11-22,PA012,Tokyo,Perth,Business Class,598.8,No,2,Dairy Free
2024-03-27,PA003,London,Perth,Business Class,756.0,No,3,Egg Free
2024-04-30,PA012,Tokyo,Perth,Economy,1600.0,No,1,Nut Free
2024-09-06,PA006,Tokyo,London,First Class,489.0,No,0,Vegetarian
2024-02-01,PA005,London,Tokyo,Premium Economy,1480.0,No,2,Vegetarian
2024-11-25,PA012,Tokyo,Perth,Premium Economy,1432.5,No,3,Egg Free
2024-05-12,PA012,Tokyo,Perth,Business Class,744.0,No,2,Dairy Free
2024-07-16,PA010,Tokyo,New York,Economy,1460.0,No,1,Vegetarian
2024-08-19,PA006,Tokyo,London,Economy,2000.0,No,3,Vegetarian
2024-08-01,PA011,Perth,Tokyo,Business Class,452.4,No,3,
2024-12-28,PA001,London,New York,Economy,1105.0,No,2,Vegan
2024-11-02,PA006,Tokyo,London,Economy,2225.0,No,2,Egg Free
2024-09-25,PA007,New York,Perth,Premium Economy,522.5,No,0,Nut Free
2024-07-01,PA012,Tokyo,Perth,Business Class,655.1999999999999,No,3,Nut Free
2024-12-20,PA004,Perth,London,Business Class,760.8,No,0,Nut Free
2024-07-24,PA005,London,Tokyo,Business Class,246.0,No,1,Nut Free
2024-12-25,PA002,New York,London,Economy,2905.0,No,3,
2024-08-18,PA005,London,Tokyo,Economy,1975.0,No,1,Vegan
2024-01-12,PA011,Perth,Tokyo,Business Class,780.0,No,1,Dairy Free
2024-12-03,PA011,Perth,Tokyo,Premium Economy,945.0,No,1,Egg Free
2024-12-30,PA011,Perth,Tokyo,Premium Economy,745.0,No,2,Dairy Free
2024-05-06,PA004,Perth,London,First Class,318.0,No,1,Vegan
2024-10-09,PA007,New York,Perth,Premium Economy,875.0,No,1,Vegetarian
2024-02-17,PA008,Perth,New York,Economy,1340.0,No,3,Vegetarian
2024-10-27,PA005,London,Tokyo,First Class,683.0,No,0,Egg Free
2024-06-18,PA001,London,New York,Business Class,280.8,No,0,
2024-12-05,PA009,New York,Tokyo,Business Class,799.1999999999999,No,2,
2024-12-31,PA010,Tokyo,New York,Premium Economy,690.0,No,3,Vegetarian
2024-02-08,PA006,Tokyo,London,Business Class,534.0,No,3,Vegetarian
2024-02-21,PA004,Perth,London,First Class,317.0,No,0,
2024-05-01,PA011,Perth,Tokyo,Economy,2780.0,No,0,Dairy Free
2024-10-10,PA009,New York,Tokyo,Business Class,718.8,No,0,Vegan
2024-07-05,PA007,New York,Perth,Business Class,838.8,No,1,Nut Free
2024-02-10,PA005,London,Tokyo,Business Class,574.8,No,1,Vegan
2024-06-09,PA001,London,New York,Premium Economy,1045.0,No,0,
2024-02-04,PA005,London,Tokyo,Business Class,328.8,No,3,Dairy Free
2024-07-12,PA004,Perth,London,Economy,2430.0,No,3,Egg Free
2024-02-08,PA008,Perth,New York,Business Class,506.4,No,2,Nut Free
2024-10-21,PA008,Perth,New York,Premium Economy,1677.5,No,1,Vegan
2024-04-20,PA003,London,Perth,Economy,2030.0,No,2,Vegetarian
2024-06-26,PA004,Perth,London,Business Class,632.4,No,3,
2024-12-31,PA001,London,New York,First Class,598.0,No,1,Nut Free
2024-10-24,PA002,New York,London,First Class,691.0,No,3,Dairy Free
2024-06-25,PA009,New York,Tokyo,First Class,224.0,No,1,Vegan
2024-10-27,PA012,Tokyo,Perth,Premium Economy,1357.5,No,0,Vegan
2024-04-23,PA004,Perth,London,First Class,276.0,No,3,Dairy Free
2024-10-21,PA010,Tokyo,New York,Premium Economy,1125.0,No,1,
2024-03-20,PA005,London,Tokyo,Premium Economy,1577.5,No,3,
2024-05-10,PA010,Tokyo,New York,Economy,1820.0,No,2,Dairy Free
2024-03-19,PA012,Tokyo,Perth,Economy,2145.0,No,1,Vegan
2024-10-30,PA011,Perth,Tokyo,Economy,2500.0,No,1,Dairy Free
2024-07-05,PA004,Perth,London,Premium Economy,1242.5,No,0,Vegan
2024-04-20,PA009,New York,Tokyo,Economy,2535.0,No,2,Nut Free
2024-11-28,PA009,New York,Tokyo,Business Class,240.0,No,3,Dairy Free
2024-08-16,PA011,Perth,Tokyo,Economy,1810.0,No,3,Vegetarian
2024-12-29,PA005,London,Tokyo,Business Class,745.1999999999999,No,0,Vegetarian
2024-06-01,PA012,Tokyo,Perth,First Class,368.0,No,0,Dairy Free
2024-08-26,PA009,New York,Tokyo,Premium Economy,1452.5,No,3,
2024-05-25,PA006,Tokyo,London,First Class,336.0,No,2,Dairy Free
2024-11-11,PA001,London,New York,Premium Economy,1680.0,No,3,Vegan
2024-04-04,PA010,Tokyo,New York,First Class,266.0,No,1,Dairy Free
2024-10-24,PA003,London,Perth,Economy,3235.0,No,2,Nut Free
2024-06-27,PA011,Perth,Tokyo,First Class,358.0,No,0,Vegan
2024-08-08,PA011,Perth,Tokyo,Business Class,258.0,No,3,Egg Free
2024-08-10,PA011,Perth,Tokyo,Premium Economy,1512.5,No,0,Nut Free
2024-05-13,PA009,New York,Tokyo,Premium Economy,1160.0,No,3,
2024-04-05,PA012,Tokyo,Perth,First Class,336.0,No,1,Nut Free
2024-06-22,PA007,New York,Perth,Premium Economy,1127.5,No,1,Egg Free
2024-09-13,PA001,London,New York,Economy,2270.0,No,3,Vegan
2024-02-26,PA002,New York,London,Premium Economy,1382.5,No,3,Vegan
2024-04-03,PA008,Perth,New York,First Class,548.0,No,3,Vegan
2024-06-06,PA004,Perth,London,Economy,3120.0,No,3,Egg Free
2024-12-27,PA001,London,New York,Economy,1390.0,No,3,Vegetarian
2024-04-18,PA005,London,Tokyo,Premium Economy,927.5,No,3,Nut Free
2024-03-16,PA009,New York,Tokyo,Economy,1235.0,No,0,Vegan
2024-06-07,PA008,Perth,New York,Business Class,735.6,No,1,Dairy Free
2024-08-26,PA007,New York,Perth,Economy,3360.0,No,3,Vegetarian
2024-12-13,PA006,Tokyo,London,Economy,2715.0,No,0,Egg Free
2024-09-23,PA001,London,New York,Economy,2400.0,No,1,
2024-07-09,PA009,New York,Tokyo,Economy,1815.0,No,3,Nut Free
2024-06-15,PA003,London,Perth,Economy,2600.0,No,0,Vegan
2024-10-13,PA012,Tokyo,Perth,Premium Economy,1092.5,No,2,Nut Free
2024-12-11,PA010,Tokyo,New York,Premium Economy,1572.5,No,0,
2024-12-31,PA010,Tokyo,New York,Economy,1355.0,No,3,Nut Free
2024-06-10,PA002,New York,London,Business Class,642.0,No,0,Vegan
2024-11-11,PA006,Tokyo,London,First Class,565.0,No,2,Dairy Free
2024-09-14,PA008,Perth,New York,Premium Economy,1070.0,No,0,Vegetarian
2024-07-05,PA011,Perth,Tokyo,Economy,2490.0,No,2,Nut Free
2024-12-03,PA011,Perth,Tokyo,Economy,2195.0,No,3,Vegetarian
2024-09-25,PA001,London,New York,Premium Economy,1375.0,No,2,
2024-07-20,PA009,New York,Tokyo,First Class,470.0,No,3,
2024-10-25,PA001,London,New York,First Class,633.0,No,1,Vegetarian
2024-04-08,PA002,New York,London,Business Class,752.4,No,0,Dairy Free
2024-03-16,PA012,Tokyo,Perth,First Class,618.0,No,2,Vegan
2024-08-05,PA012,Tokyo,Perth,Economy,3475.0,No,1,
2024-08-29,PA006,Tokyo,London,Premium Economy,670.0,No,2,Egg Free
2024-06-13,PA007,New York,Perth,Business Class,402.0,No,1,Vegetarian
2024-11-06,PA011,Perth,Tokyo,Business Class,271.2,No,0,Nut Free
2024-05-04,PA005,London,Tokyo,Economy,1205.0,No,0,Nut Free
2024-02-28,PA007,New York,Perth,Business Class,645.6,No,0,
2024-07-27,PA012,Tokyo,Perth,Business Class,466.79999999999995,No,3,Nut Free
2024-11-27,PA011,Perth,Tokyo,Economy,1210.0,No,2,Vegetarian
2024-08-20,PA006,Tokyo,London,Business Class,504.0,No,0,Egg Free
2024-11-30,PA002,New York,London,Premium Economy,1327.5,No,0,Vegetarian
2024-04-14,PA007,New York,Perth,Economy,2650.0,No,1,Vegan
2024-04-10,PA003,London,Perth,First Class,376.0,No,3,Dairy Free
2024-03-29,PA007,New York,Perth,Business Class,730.8,No,0,Vegetarian
2024-06-12,PA008,Perth,New York,Business Class,820.8,No,2,
2024-01-26,PA011,Perth,Tokyo,Premium Economy,1627.5,No,3,Egg Free
2024-06-13,PA005,London,Tokyo,Economy,3045.0,No,1,Vegetarian
2024-09-02,PA006,Tokyo,London,Economy,1265.0,No,0,Nut Free
2024-01-12,PA009,New York,Tokyo,Premium Economy,1230.0,No,0,Vegan
2024-02-06,PA003,London,Perth,Business Class,742.8,No,3,
2024-03-20,PA009,New York,Tokyo,Premium Economy,722.5,No,0,Vegan
2024-04-23,PA003,London,Perth,Economy,1915.0,No,1,Nut Free
2024-02-03,PA004,Perth,London,Economy,2150.0,No,0,Nut Free
2024-01-11,PA005,London,Tokyo,Premium Economy,542.5,No,1,
2024-12-03,PA012,Tokyo,Perth,First Class,681.0,No,1,Egg Free
2024-10-21,PA008,Perth,New York,Business Class,793.1999999999999,No,0,Vegetarian
2024-02-11,PA012,Tokyo,Perth,First Class,453.0,No,3,
2024-09-01,PA006,Tokyo,London,Economy,2645.0,No,1,Nut Free
2024-01-26,PA001,London,New York,Economy,1185.0,No,0,Dairy Free
2024-10-29,PA002,New York,London,Premium Economy,1627.5,No,0,Nut Free
2024-06-27,PA012,Tokyo,Perth,Premium Economy,1260.0,No,3,Egg Free
2024-04-10,PA007,New York,Perth,Economy,1935.0,No,2,Egg Free
2024-04-16,PA007,New York,Perth,First Class,425.0,No,0,Egg Free
2024-08-02,PA003,London,Perth,Business Class,273.59999999999997,No,0,Dairy Free
2024-09-08,PA012,Tokyo,Perth,First Class,389.0,No,0,Egg Free
2024-09-15,PA001,London,New York,Business Class,392.4,No,1,Dairy Free
2024-01-04,PA010,Tokyo,New York,Economy,2495.0,No,0,Vegetarian
2024-04-24,PA008,Perth,New York,Business Class,532.8,No,3,Egg Free
2024-08-27,PA001,London,New York,First Class,421.0,No,2,Nut Free
2024-04-23,PA001,London,New York,Business Class,246.0,No,3,
2024-08-07,PA006,Tokyo,London,Premium Economy,607.5,No,3,Egg Free
2024-12-09,PA009,New York,Tokyo,Economy,1995.0,No,3,Nut Free
2024-05-22,PA009,New York,Tokyo,First Class,389.0,No,3,
2024-04-19,PA010,Tokyo,New York,First Class,601.0,No,2,Vegetarian
2024-12-05,PA002,New York,London,First Class,665.0,No,0,Vegan
2024-07-28,PA006,Tokyo,London,Premium Economy,1180.0,No,3,Vegetarian
2024-07-11,PA009,New York,Tokyo,Premium Economy,1402.5,No,1,Vegan
2024-02-25,PA002,New York,London,Economy,1690.0,No,1,Egg Free
2024-12-16,PA010,Tokyo,New York,Business Class,331.2,No,2,
2024-04-14,PA004,Perth,London,Economy,1315.0,No,1,Vegan
2024-11-30,PA002,New York,London,Business Class,634.8,No,1,Vegan
2024-05-14,PA012,Tokyo,Perth,Business Class,811.1999999999999,No,1,
2024-06-06,PA011,Perth,Tokyo,Economy,1000.0,No,1,Vegan
2024-02-28,PA010,Tokyo,New York,Economy,1105.0,No,0,Nut Free
2024-03-09,PA004,Perth,London,Economy,2160.0,No,3,Vegan
2024-01-26,PA009,New York,Tokyo,Economy,3150.0,No,0,Dairy Free
2024-07-17,PA001,London,New York,First Class,210.0,No,1,Vegetarian
2024-08-19,PA007,New York,Perth,Premium Economy,862.5,No,1,Vegan
2024-01-02,PA011,Perth,Tokyo,First Class,495.0,No,0,Dairy Free
2024-11-24,PA010,Tokyo,New York,Premium Economy,1155.0,No,2,
2024-02-22,PA011,Perth,Tokyo,Business Class,534.0,No,2,Nut Free
2024-12-25,PA012,Tokyo,Perth,First Class,506.0,No,3,Nut Free
2024-09-21,PA008,Perth,New York,Business Class,445.2,No,2,
2024-05-27,PA004,Perth,London,Economy,3020.0,No,2,Vegan
2024-10-30,PA008,Perth,New York,Business Class,423.59999999999997,No,3,Dairy Free
2024-05-03,PA012,Tokyo,Perth,Economy,1395.0,No,0,Vegan
2024-03-29,PA001,London,New York,First Class,208.0,No,2,Nut Free
2024-10-25,PA010,Tokyo,New York,Business Class,382.8,No,0,Vegan
2024-08-07,PA004,Perth,London,Premium Economy,710.0,No,1,Dairy Free
2024-07-13,PA005,London,Tokyo,Premium Economy,927.5,No,3,Nut Free
2024-05-20,PA004,Perth,London,Business Class,807.6,No,0,Nut Free
2024-09-19,PA012,Tokyo,Perth,Premium Economy,717.5,No,0,Egg Free
2024-11-10,PA011,Perth,Tokyo,First Class,266.0,No,1,Vegetarian
2024-12-17,PA011,Perth,Tokyo,Business Class,272.4,No,3,Egg Free
2024-11-10,PA007,New York,Perth,Business Class,646.8,No,2,Egg Free
2024-04-21,PA003,London,Perth,First Class,594.0,No,3,Nut Free
2024-01-18,PA005,London,Tokyo,First Class,649.0,No,0,
2024-04-30,PA011,Perth,Tokyo,First Class,693.0,No,2,Vegan
2024-12-06,PA003,London,Perth,First Class,436.0,No,0,
2024-02-11,PA005,London,Tokyo,First Class,427.0,No,0,Nut Free
2024-05-19,PA011,Perth,Tokyo,First Class,660.0,No,2,Dairy Free
2024-01-23,PA010,Tokyo,New York,Business Class,554.4,No,0,Vegan
2024-10-07,PA006,Tokyo,London,Premium Economy,1572.5,No,1,Nut Free
2024-07-02,PA007,New York,Perth,Business Class,338.4,No,0,Egg Free
2024-03-13,PA008,Perth,New York,Premium Economy,662.5,No,2,
2024-07-22,PA010,Tokyo,New York,Premium Economy,1540.0,No,0,Dairy Free
2024-05-07,PA012,Tokyo,Perth,Business Class,609.6,No,3,Egg Free
2024-06-10,PA011,Perth,Tokyo,Premium Economy,1260.0,No,0,Vegan
2024-01-25,PA001,London,New York,First Class,224.0,No,0,Vegan
2024-06-15,PA009,New York,Tokyo,First Class,470.0,No,0,Vegetarian
2024-07-20,PA010,Tokyo,New York,Economy,2535.0,No,0,Nut Free
2024-11-06,PA001,London,New York,Premium Economy,965.0,No,1,
2024-06-28,PA006,Tokyo,London,Economy,1885.0,No,1,Nut Free
2024-05-10,PA003,London,Perth,Economy,1350.0,No,2,Egg Free
2024-01-16,PA009,New York,Tokyo,Business Class,670.8,No,1,Dairy Free
2024-01-20,PA004,Perth,London,First Class,470.0,No,0,
2024-10-30,PA005,London,Tokyo,Premium Economy,1187.5,No,2,Nut Free
2024-12-17,PA002,New York,London,Economy,3085.0,No,0,Dairy Free
2024-04-19,PA009,New York,Tokyo,Economy,2475.0,No,0,Nut Free
2024-07-02,PA001,London,New York,First Class,554.0,No,0,
2024-09-23,PA004,Perth,London,Economy,3230.0,No,2,Egg Free
2024-08-30,PA008,Perth,New York,Business Class,482.4,No,0,Vegetarian
2024-06-08,PA007,New York,Perth,Business Class,490.79999999999995,No,2,
2024-04-11,PA007,New York,Perth,First Class,661.0,No,1,Vegetarian
2024-02-13,PA003,London,Perth,First Class,572.0,No,3,
2024-06-20,PA011,Perth,Tokyo,Business Class,259.2,No,1,Vegetarian
2024-08-28,PA003,London,Perth,Economy,1475.0,No,3,Vegetarian
2024-04-18,PA011,Perth,Tokyo,Business Class,327.59999999999997,No,0,Dairy Free
2024-08-31,PA003,London,Perth,Economy,3055.0,No,3,Dairy Free
2024-04-30,PA008,Perth,New York,Economy,3265.0,No,2,
2024-07-03,PA005,London,Tokyo,Business Class,374.4,No,3,Nut Free
2024-07-30,PA005,London,Tokyo,Premium Economy,1347.5,No,1,Nut Free
2024-12-06,PA011,Perth,Tokyo,Economy,2705.0,No,1,Nut Free
2024-07-29,PA005,London,Tokyo,Business Class,262.8,No,1,
2024-01-21,PA006,Tokyo,London,First Class,647.0,No,2,Egg Free
2024-04-06,PA010,Tokyo,New York,First Class,324.0,No,1,Vegetarian
2024-04-19,PA011,Perth,Tokyo,Business Class,394.8,No,1,Egg Free
2024-01-18,PA007,New York,Perth,First Class,554.0,No,0,
2024-08-24,PA011,Perth,Tokyo,Business Class,780.0,No,3,Vegan
2024-08-09,PA011,Perth,Tokyo,First Class,420.0,No,3,Nut Free
2024-12-23,PA008,Perth,New York,Economy,1905.0,No,2,
2024-10-27,PA006,Tokyo,London,Premium Economy,1360.0,No,3,Egg Free
2024-12-02,PA001,London,New York,Economy,2530.0,No,0,Dairy Free
2024-03-04,PA006,Tokyo,London,Premium Economy,1257.5,No,1,Vegetarian
2024-09-19,PA008,Perth,New York,First Class,495.0,No,3,Vegan
2024-12-20,PA005,London,Tokyo,First Class,646.0,No,1,Nut Free
2024-12-23,PA004,Perth,London,Economy,2635.0,No,2,Nut Free
2024-06-18,PA001,London,New York,Economy,1390.0,No,0,Dairy Free
2024-01-17,PA006,Tokyo,London,Economy,2140.0,No,3,Vegetarian
2024-12-19,PA006,Tokyo,London,First Class,296.0,No,2,Egg Free
2024-01-04,PA003,London,Perth,First Class,443.0,No,2,Nut Free
